labelling_period	chamber	cycle	day_night	CH4_slope	CH4_intercept	delta_sec	Temp_kelvin	R_squared	combined_name	n_total	n_CH4	CH4_mass_grams	flux	Water	V_chamber_m3	A_chamber_m2	n_total_in_chamber	n_ch4_in_chamber	ch4_micrograms_per_second_in_chamber	ch4_micrograms_per_second_per_m2	ch4_micrograms_per_day_per_m2	ch4_micrograms_per_second_per_m2
L3	P04	17	Night	-1.95E-07	2.006200483	33601	282	0.039210711	L3_P04_17	2.15	2.15E-06	3.45E-05	1.72E-11	H	0.168215138	0.12939626	7.269397131	-1.41E-12	-2.26E-05	-0.0002	-15.1111	-0.000174897
L1	P04	6	Day	-2.22E-06	2.111115536	24003	296	0.034079931	L1_P04_6	2.05	2.05E-06	3.29E-05	2.30E-11	H	0.168215138	0.12939626	6.925574294	-1.54E-11	-2.46E-04	-0.0019	-164.0061	-0.001898219
L3	P04	13	Night	1.16E-07	2.00791714	33600	283	0.026502256	L3_P04_13	2.14	2.14E-06	3.43E-05	1.71E-11	H	0.168215138	0.12939626	7.243710215	8.42E-13	1.35E-05	0.0001	9.0004	0.000104172
L3	P04	12	Day	2.00E-07	1.997634614	28800	298	0.017096221	L3_P04_12	2.03	2.03E-06	3.26E-05	1.89E-11	H	0.168215138	0.12939626	6.879093929	1.37E-12	2.20E-05	0.0002	14.6803	0.00016991
L4	P04	14	Day	-1.47E-06	2.012753447	31500	303	0.010149192	L4_P04_14	5.21	5.21E-06	8.36E-05	4.45E-11	H	0.12939626	0.12939626	5.204290406	-7.66E-12	-1.23E-04	-0.0009	-81.8240	-0.000947037
L3	P04	22	Day	1.17E-07	1.97355144	33599	300	0.008925157	L3_P04_22	2.02	2.02E-06	3.24E-05	1.62E-11	H	0.168215138	0.12939626	6.833233303	8.01E-13	1.28E-05	0.0001	8.5602	9.90763E-05
L4	P04	5	Night	-1.30E-07	1.826248614	36007	281	0.005604295	L4_P04_5	5.61	5.61E-06	9.00E-05	4.19E-11	H	0.12939626	0.12939626	5.611743747	-7.28E-13	-1.17E-05	-0.0001	-7.7789	-9.00337E-05
L3	P04	6	Day	1.02E-07	1.983218675	33606	299	0.00273251	L3_P04_6	2.03	2.03E-06	3.26E-05	1.62E-11	H	0.168215138	0.12939626	6.856086926	7.01E-13	1.12E-05	0.0001	7.4916	8.67084E-05
L1	P04	4	Day	-6.39E-08	1.965298576	19197	300	0.001002214	L1_P04_4	2.02	2.02E-06	3.24E-05	2.83E-11	H	0.168215138	0.12939626	6.833233303	-4.37E-13	-6.99E-06	-0.0001	-4.6659	-5.40036E-05
L2	P05	10	Day	1.72E-06	1.952066401	4799	290	1	L2_P05_10	2.09	2.09E-06	3.35E-05	1.17E-10	H	0.168215138	0.12939626	7.068862038	1.22E-11	1.95E-04	0.0015	130.2117	0.001507079
L3	P05	7	Day	-1.28E-06	2.021317835	9593	285	1	L3_P05_7	2.13	2.13E-06	3.42E-05	5.97E-11	H	0.168215138	0.12939626	7.192877161	-9.18E-12	-1.47E-04	-0.0011	-98.0523	-0.001134865
L4	P05	9	Night	-2.80E-06	1.828782877	40502	278	0.947091663	L4_P05_9	5.68	5.68E-06	9.11E-05	3.77E-11	H	0.12939626	0.12939626	5.672302133	-1.59E-11	-2.54E-04	-0.0020	-169.5015	-0.001961823
L4	P05	11	Night	-3.95E-06	2.029533455	36003	276	0.935166671	L4_P05_11	5.72	5.72E-06	9.17E-05	4.27E-11	H	0.12939626	0.12939626	5.713405772	-2.26E-11	-3.61E-04	-0.0028	-241.3186	-0.00279304
L3	P05	1	Day	-6.81E-06	2.154911828	28804	298	0.9310142	L3_P05_1	2.03	2.03E-06	3.26E-05	1.89E-11	H	0.168215138	0.12939626	6.879093929	-4.69E-11	-7.50E-04	-0.0058	-500.8381	-0.005796738
L4	P05	15	Night	-2.76E-06	1.887195449	35994	278	0.908534796	L4_P05_15	5.68	5.68E-06	9.11E-05	4.24E-11	H	0.12939626	0.12939626	5.672302133	-1.57E-11	-2.51E-04	-0.0019	-167.5074	-0.001938743
L4	P05	4	Day	4.80E-06	1.670912021	22499	289	0.90403988	L4_P05_4	5.46	5.46E-06	8.76E-05	6.52E-11	H	0.12939626	0.12939626	5.45640136	2.62E-11	4.19E-04	0.0032	279.6983	0.003237249
L3	P05	0	Night	2.37E-06	2.039100992	38395	283	0.89421465	L3_P05_0	2.14	2.14E-06	3.43E-05	1.50E-11	H	0.168215138	0.12939626	7.243710215	1.72E-11	2.75E-04	0.0021	183.4315	0.00212305
L3	P05	24	Night	1.91E-06	1.958459296	33601	278	0.892710991	L3_P05_24	2.18	2.18E-06	3.50E-05	1.74E-11	H	0.168215138	0.12939626	7.373992773	1.41E-11	2.25E-04	0.0017	150.1702	0.001738081
L4	P05	13	Night	-1.54E-06	1.843963119	36006	277	0.879419116	L4_P05_13	5.7	5.70E-06	9.14E-05	4.26E-11	H	0.12939626	0.12939626	5.692779758	-8.76E-12	-1.40E-04	-0.0011	-93.5908	-0.001083227
L4	P05	3	Night	-3.01E-06	1.778514354	40497	283	0.837027736	L4_P05_3	5.57	5.57E-06	8.93E-05	3.70E-11	H	0.12939626	0.12939626	5.572084781	-1.68E-11	-2.68E-04	-0.0021	-179.2650	-0.002074826
L4	P05	1	Night	-2.63E-06	1.807001976	40498	278	0.812884513	L4_P05_1	5.68	5.68E-06	9.11E-05	3.77E-11	H	0.12939626	0.12939626	5.672302133	-1.49E-11	-2.39E-04	-0.0018	-159.3510	-0.001844341
L1	P05	6	Day	-3.85E-06	1.997373501	24001	300	0.793153391	L1_P05_6	2.02	2.02E-06	3.24E-05	2.26E-11	H	0.168215138	0.12939626	6.833233303	-2.63E-11	-4.21E-04	-0.0033	-281.2329	-0.00325501
L4	P05	7	Night	-3.67E-06	1.894598316	32397	274	0.77116682	L4_P05_7	5.76	5.76E-06	9.24E-05	4.78E-11	H	0.12939626	0.12939626	5.755109464	-2.11E-11	-3.38E-04	-0.0026	-225.6050	-0.002611169
L3	P05	4	Night	9.26E-07	1.970381487	38394	278	0.757952149	L3_P05_4	2.18	2.18E-06	3.50E-05	1.53E-11	H	0.168215138	0.12939626	7.373992773	6.83E-12	1.09E-04	0.0008	72.9165	0.000843941
L2	P05	2	Day	-1.36E-06	1.96134221	38397	303	0.753592725	L2_P05_2	2	2.00E-06	3.21E-05	1.40E-11	H	0.168215138	0.12939626	6.765577528	-9.17E-12	-1.47E-04	-0.0011	-97.9741	-0.00113396
L3	P05	10	Night	1.14E-06	1.961920412	33605	274	0.743765459	L3_P05_10	2.21	2.21E-06	3.54E-05	1.77E-11	H	0.168215138	0.12939626	7.481642303	8.53E-12	1.36E-04	0.0011	91.0883	0.001054263
L4	P05	0	Day	-1.93E-06	1.950552123	27007	310	0.727540663	L4_P05_0	5.09	5.09E-06	8.16E-05	5.07E-11	H	0.12939626	0.12939626	5.086774171	-9.84E-12	-1.57E-04	-0.0012	-105.1145	-0.001216603
L4	P05	6	Day	4.22E-06	1.84089554	26992	292	0.721492882	L4_P05_6	5.4	5.40E-06	8.66E-05	5.38E-11	H	0.12939626	0.12939626	5.400342442	2.28E-11	3.64E-04	0.0028	243.2432	0.002815315
L1	P05	0	Day	-2.83E-06	2.008532254	28006	287	0.71286412	L1_P05_0	2.11	2.11E-06	3.38E-05	2.03E-11	H	0.168215138	0.12939626	7.142752582	-2.02E-11	-3.24E-04	-0.0025	-216.1999	-0.002502313
L4	P05	10	Day	-4.63E-06	2.015190218	27005	300	0.700893505	L4_P05_10	5.26	5.26E-06	8.44E-05	5.24E-11	H	0.12939626	0.12939626	5.25633331	-2.43E-11	-3.89E-04	-0.0030	-260.0244	-0.003009542
L3	P05	22	Night	1.16E-06	1.951706472	33593	277	0.691645847	L3_P05_22	2.19	2.19E-06	3.51E-05	1.75E-11	H	0.168215138	0.12939626	7.400613686	8.55E-12	1.37E-04	0.0011	91.3243	0.001056995
L3	P05	20	Night	1.06E-06	1.952625901	33607	280	0.677995299	L3_P05_20	2.16	2.16E-06	3.46E-05	1.73E-11	H	0.168215138	0.12939626	7.321321396	7.76E-12	1.24E-04	0.0010	82.8895	0.000959369
L2	P05	6	Day	-2.38E-06	1.961506929	38396	310	0.604014033	L2_P05_6	1.96	1.96E-06	3.14E-05	1.37E-11	H	0.168215138	0.12939626	6.612806422	-1.57E-11	-2.51E-04	-0.0019	-167.8578	-0.001942799
L2	P05	4	Day	-1.38E-06	1.948449814	38405	305	0.584510411	L2_P05_4	1.99	1.99E-06	3.19E-05	1.39E-11	H	0.168215138	0.12939626	6.721213085	-9.30E-12	-1.49E-04	-0.0012	-99.3978	-0.001150438
L2	P05	0	Day	-1.08E-06	1.967692009	38396	304	0.551684592	L2_P05_0	1.99	1.99E-06	3.19E-05	1.39E-11	H	0.168215138	0.12939626	6.743322339	-7.27E-12	-1.16E-04	-0.0009	-77.6158	-0.000898331
L3	P05	9	Day	-1.54E-06	2.006037536	33591	300	0.544883226	L3_P05_9	2.02	2.02E-06	3.24E-05	1.62E-11	H	0.168215138	0.12939626	6.833233303	-1.05E-11	-1.68E-04	-0.0013	-112.2836	-0.001299579
L1	P05	5	Night	-4.05E-07	1.937631321	14403	270	0.533653846	L1_P05_5	2.24	2.24E-06	3.59E-05	4.18E-11	H	0.168215138	0.12939626	7.592481448	-3.07E-12	-4.92E-05	-0.0004	-32.8396	-0.000380088
L3	P05	6	Night	6.89E-07	1.964997527	33605	278	0.449745878	L3_P05_6	2.18	2.18E-06	3.50E-05	1.74E-11	H	0.168215138	0.12939626	7.373992773	5.08E-12	8.12E-05	0.0006	54.2415	0.000627795
L3	P05	12	Night	7.09E-07	1.988805221	38404	283	0.436062024	L3_P05_12	2.14	2.14E-06	3.43E-05	1.50E-11	H	0.168215138	0.12939626	7.243710215	5.14E-12	8.22E-05	0.0006	54.8878	0.000635275
L4	P05	8	Day	5.05E-06	1.807459918	27003	289	0.418341839	L4_P05_8	5.46	5.46E-06	8.76E-05	5.44E-11	H	0.12939626	0.12939626	5.45640136	2.76E-11	4.41E-04	0.0034	294.5124	0.003408709
L3	P05	13	Day	4.95E-07	1.994791709	24001	285	0.410774599	L3_P05_13	2.13	2.13E-06	3.42E-05	2.39E-11	H	0.168215138	0.12939626	7.192877161	3.56E-12	5.69E-05	0.0004	38.0198	0.000440044
L2	P05	7	Night	3.70E-07	1.973266704	28793	282	0.375648497	L2_P05_7	2.15	2.15E-06	3.45E-05	2.01E-11	H	0.168215138	0.12939626	7.269397131	2.69E-12	4.30E-05	0.0003	28.7429	0.000332673
L4	P05	2	Day	2.74E-06	1.801398789	27003	301	0.364070341	L4_P05_2	5.24	5.24E-06	8.40E-05	5.22E-11	H	0.12939626	0.12939626	5.238870409	1.44E-11	2.30E-04	0.0018	153.5808	0.001777555
L3	P05	18	Night	8.03E-07	1.963484069	33599	280	0.321564145	L3_P05_18	2.16	2.16E-06	3.46E-05	1.73E-11	H	0.168215138	0.12939626	7.321321396	5.88E-12	9.41E-05	0.0007	62.8161	0.000727038
L3	P05	14	Night	6.62E-07	1.98580193	33601	281	0.316662416	L3_P05_14	2.16	2.16E-06	3.46E-05	1.73E-11	H	0.168215138	0.12939626	7.295266872	4.83E-12	7.73E-05	0.0006	51.5958	0.000597174
L3	P05	2	Night	-6.11E-07	1.964829105	38401	284	0.313390465	L3_P05_2	2.13	2.13E-06	3.42E-05	1.49E-11	H	0.168215138	0.12939626	7.218204193	-4.41E-12	-7.05E-05	-0.0005	-47.0837	-0.000544951
L2	P05	8	Day	-8.02E-07	1.967849419	33603	305	0.283223485	L2_P05_8	1.99	1.99E-06	3.19E-05	1.59E-11	H	0.168215138	0.12939626	6.721213085	-5.39E-12	-8.62E-05	-0.0007	-57.5831	-0.000666471
L1	P05	7	Night	6.16E-07	1.931166543	33595	271	0.262192327	L1_P05_7	2.24	2.24E-06	3.59E-05	1.79E-11	H	0.168215138	0.12939626	7.564464911	4.66E-12	7.45E-05	0.0006	49.7432	0.000575731
L3	P05	25	Day	5.87E-07	2.020468393	14397	303	0.257544347	L3_P05_25	2	2.00E-06	3.21E-05	3.73E-11	H	0.168215138	0.12939626	6.765577528	3.97E-12	6.36E-05	0.0005	42.4424	0.000491231
L3	P05	23	Day	-8.53E-07	1.996885842	33604	304	0.245420925	L3_P05_23	1.99	1.99E-06	3.19E-05	1.59E-11	H	0.168215138	0.12939626	6.743322339	-5.75E-12	-9.20E-05	-0.0007	-61.4542	-0.000711276
L2	P05	5	Night	6.73E-07	1.961640493	28798	281	0.235473015	L2_P05_5	2.16	2.16E-06	3.46E-05	2.02E-11	H	0.168215138	0.12939626	7.295266872	4.91E-12	7.86E-05	0.0006	52.4737	0.000607334
L1	P05	11	Night	-3.16E-07	1.979210753	43205	272	0.183778507	L1_P05_11	2.23	2.23E-06	3.58E-05	1.39E-11	H	0.168215138	0.12939626	7.536654378	-2.38E-12	-3.81E-05	-0.0003	-25.4193	-0.000294204
L4	P05	5	Night	-9.68E-07	1.876299873	36001	281	0.182064532	L4_P05_5	5.61	5.61E-06	9.00E-05	4.19E-11	H	0.12939626	0.12939626	5.611743747	-5.43E-12	-8.69E-05	-0.0007	-58.0342	-0.000671693
L3	P05	8	Night	-2.33E-07	2.009938524	38399	283	0.164784248	L3_P05_8	2.14	2.14E-06	3.43E-05	1.50E-11	H	0.168215138	0.12939626	7.243710215	-1.69E-12	-2.70E-05	-0.0002	-18.0358	-0.000208747
L3	P05	11	Day	-7.76E-07	2.012942044	28800	298	0.138017317	L3_P05_11	2.03	2.03E-06	3.26E-05	1.89E-11	H	0.168215138	0.12939626	6.879093929	-5.34E-12	-8.54E-05	-0.0007	-57.0516	-0.000660319
L1	P05	10	Day	1.25E-06	1.966102567	24001	298	0.136711825	L1_P05_10	2.03	2.03E-06	3.26E-05	2.27E-11	H	0.168215138	0.12939626	6.879093929	8.57E-12	1.37E-04	0.0011	91.5742	0.001059886
L3	P05	17	Day	2.19E-07	1.952988511	33603	293	0.135025914	L3_P05_17	2.07	2.07E-06	3.32E-05	1.66E-11	H	0.168215138	0.12939626	6.996484611	1.53E-12	2.45E-05	0.0002	16.3712	0.000189481
L1	P05	1	Night	-2.56E-07	1.912512216	38401	275	0.13309853	L1_P05_1	2.2	2.20E-06	3.53E-05	1.54E-11	H	0.168215138	0.12939626	7.454436331	-1.91E-12	-3.05E-05	-0.0002	-20.3571	-0.000235615
L3	P05	21	Day	-4.93E-07	1.98595634	33598	301	0.117077943	L3_P05_21	2.01	2.01E-06	3.22E-05	1.61E-11	H	0.168215138	0.12939626	6.810531531	-3.36E-12	-5.37E-05	-0.0004	-35.8710	-0.000415174
L3	P05	16	Night	-2.15E-07	1.986247598	38405	282	0.10980261	L3_P05_16	2.15	2.15E-06	3.45E-05	1.51E-11	H	0.168215138	0.12939626	7.269397131	-1.56E-12	-2.50E-05	-0.0002	-16.6679	-0.000192915
L1	P05	3	Night	6.67E-07	1.948753614	9600	274	0.107404241	L1_P05_3	2.21	2.21E-06	3.54E-05	6.19E-11	H	0.168215138	0.12939626	7.481642303	4.99E-12	7.99E-05	0.0006	53.3509	0.000617487
L2	P05	3	Night	2.37E-07	1.957166132	28798	279	0.078096316	L2_P05_3	2.17	2.17E-06	3.48E-05	2.03E-11	H	0.168215138	0.12939626	7.347562691	1.74E-12	2.78E-05	0.0002	18.5797	0.000215043
L1	P05	8	Day	-3.59E-06	2.111913297	24004	296	0.071503874	L1_P05_8	2.05	2.05E-06	3.29E-05	2.30E-11	H	0.168215138	0.12939626	6.925574294	-2.49E-11	-3.98E-04	-0.0031	-265.7083	-0.003075328
L2	P05	9	Night	3.09E-07	1.957247412	28803	279	0.060996759	L2_P05_9	2.17	2.17E-06	3.48E-05	2.03E-11	H	0.168215138	0.12939626	7.347562691	2.27E-12	3.63E-05	0.0003	24.2559	0.000280739
L3	P05	15	Day	2.52E-07	1.973869149	28806	291	0.057944007	L3_P05_15	2.08	2.08E-06	3.34E-05	1.94E-11	H	0.168215138	0.12939626	7.044570416	1.77E-12	2.84E-05	0.0002	18.9314	0.000219113
L1	P05	9	Night	-1.58E-07	1.945234992	38395	272	0.04134066	L1_P05_9	2.23	2.23E-06	3.58E-05	1.56E-11	H	0.168215138	0.12939626	7.536654378	-1.19E-12	-1.91E-05	-0.0001	-12.7371	-0.00014742
L3	P05	3	Day	2.30E-07	1.967567622	28800	291	0.032974116	L3_P05_3	2.08	2.08E-06	3.34E-05	1.94E-11	H	0.168215138	0.12939626	7.044570416	1.62E-12	2.60E-05	0.0002	17.3400	0.000200695
L4	P05	14	Day	-2.28E-06	2.1165958	31498	304	0.016164105	L4_P05_14	5.19	5.19E-06	8.32E-05	4.43E-11	H	0.12939626	0.12939626	5.18717103	-1.18E-11	-1.89E-04	-0.0015	-126.4567	-0.001463619
L3	P05	5	Day	1.47E-07	1.983914251	33597	300	0.008279488	L3_P05_5	2.02	2.02E-06	3.24E-05	1.62E-11	H	0.168215138	0.12939626	6.833233303	1.00E-12	1.61E-05	0.0001	10.7238	0.000124118
L1	P05	2	Day	-5.25E-07	2.005917338	28798	293	0.005972731	L1_P05_2	2.07	2.07E-06	3.32E-05	1.93E-11	H	0.168215138	0.12939626	6.996484611	-3.68E-12	-5.88E-05	-0.0005	-39.2680	-0.000454491
L2	P05	1	Night	5.15E-08	1.968214284	28797	280	0.001848166	L2_P05_1	2.16	2.16E-06	3.46E-05	2.02E-11	H	0.168215138	0.12939626	7.321321396	3.77E-13	6.04E-06	0.0000	4.0298	4.66417E-05
L4	P05	12	Day	-8.55E-08	1.961585418	31499	303	4.02E-05	L4_P05_12	5.21	5.21E-06	8.36E-05	4.45E-11	H	0.12939626	0.12939626	5.204290406	-4.45E-13	-7.12E-06	-0.0001	-4.7550	-5.50347E-05
L3	P05	19	Day	3.70E-09	1.964809823	33598	292	1.00E-05	L3_P05_19	2.08	2.08E-06	3.34E-05	1.66E-11	H	0.168215138	0.12939626	7.020445174	2.60E-14	4.15E-07	0.0000	0.2773	3.20988E-06
L1	P06	5	Night	7.58E-06	1.921313807	4800	276	1	L1_P06_5	2.2	2.20E-06	3.53E-05	1.23E-10	F	0.168215138	0.12939626	7.427427503	5.63E-11	9.00E-04	0.0070	601.1021	0.006957201
L2	P06	10	Day	2.76E-06	1.9602675	4798	291	1	L2_P06_10	2.08	2.08E-06	3.34E-05	1.17E-10	F	0.168215138	0.12939626	7.044570416	1.94E-11	3.11E-04	0.0024	207.7806	0.002404869
L3	P06	7	Day	-4.96E-07	2.014622223	9602	286	1	L3_P06_7	2.12	2.12E-06	3.40E-05	5.94E-11	F	0.168215138	0.12939626	7.167727241	-3.56E-12	-5.69E-05	-0.0004	-38.0137	-0.000439973
L3	P06	1	Day	-6.82E-06	2.169087387	28798	298	0.963016386	L3_P06_1	2.03	2.03E-06	3.26E-05	1.90E-11	F	0.168215138	0.12939626	6.879093929	-4.69E-11	-7.51E-04	-0.0058	-501.4376	-0.005803676
L1	P06	0	Day	-3.72E-06	2.020227371	28008	286	0.957721887	L1_P06_0	2.12	2.12E-06	3.40E-05	2.03E-11	F	0.168215138	0.12939626	7.167727241	-2.66E-11	-4.26E-04	-0.0033	-284.4938	-0.003292753
L4	P06	13	Night	-2.68E-06	1.893580702	40501	278	0.942228127	L4_P06_13	5.68	5.68E-06	9.11E-05	3.77E-11	F	0.12939626	0.12939626	5.672302133	-1.52E-11	-2.43E-04	-0.0019	-162.1197	-0.001876386
L4	P06	10	Day	-2.58E-06	1.997123108	26997	300	0.894185634	L4_P06_10	5.26	5.26E-06	8.44E-05	5.24E-11	F	0.12939626	0.12939626	5.25633331	-1.35E-11	-2.17E-04	-0.0017	-144.6015	-0.001673628
L4	P06	15	Night	-2.63E-06	1.907577379	35999	277	0.889796633	L4_P06_15	5.7	5.70E-06	9.14E-05	4.26E-11	F	0.12939626	0.12939626	5.692779758	-1.50E-11	-2.40E-04	-0.0019	-160.1952	-0.001854111
L4	P06	9	Night	-3.29E-06	1.901759386	36002	279	0.881735075	L4_P06_9	5.65	5.65E-06	9.06E-05	4.22E-11	F	0.12939626	0.12939626	5.651971301	-1.86E-11	-2.98E-04	-0.0023	-198.9557	-0.002302728
L4	P06	11	Night	-2.52E-06	1.916468695	35995	276	0.873860167	L4_P06_11	5.72	5.72E-06	9.17E-05	4.27E-11	F	0.12939626	0.12939626	5.713405772	-1.44E-11	-2.30E-04	-0.0018	-153.6348	-0.00177818
L4	P06	8	Day	5.16E-06	1.824937509	27002	289	0.871384247	L4_P06_8	5.46	5.46E-06	8.76E-05	5.44E-11	F	0.12939626	0.12939626	5.45640136	2.82E-11	4.51E-04	0.0035	300.8233	0.003481751
L4	P06	0	Day	-2.62E-06	1.951165648	27005	309	0.854010952	L4_P06_0	5.11	5.11E-06	8.20E-05	5.09E-11	F	0.12939626	0.12939626	5.103236223	-1.34E-11	-2.14E-04	-0.0017	-142.7404	-0.001652088
L4	P06	3	Night	-1.46E-06	1.922755974	40504	283	0.836253983	L4_P06_3	5.57	5.57E-06	8.93E-05	3.70E-11	F	0.12939626	0.12939626	5.572084781	-8.11E-12	-1.30E-04	-0.0010	-86.6449	-0.001002835
L4	P06	6	Day	3.02E-06	1.85009727	31506	290	0.807680829	L4_P06_6	5.44	5.44E-06	8.73E-05	4.64E-11	F	0.12939626	0.12939626	5.437586183	1.64E-11	2.63E-04	0.0020	175.5874	0.002032262
L3	P06	0	Night	1.92E-06	2.046975063	38405	283	0.795337151	L3_P06_0	2.14	2.14E-06	3.43E-05	1.50E-11	F	0.168215138	0.12939626	7.243710215	1.39E-11	2.22E-04	0.0017	148.2601	0.001715974
L3	P06	9	Day	-1.46E-06	2.01434853	33601	298	0.77424016	L3_P06_9	2.03	2.03E-06	3.26E-05	1.62E-11	F	0.168215138	0.12939626	6.879093929	-1.01E-11	-1.61E-04	-0.0012	-107.5632	-0.001244945
L1	P06	7	Night	1.50E-06	1.9452812	23998	270	0.773655067	L1_P06_7	2.24	2.24E-06	3.59E-05	2.51E-11	F	0.168215138	0.12939626	7.592481448	1.14E-11	1.82E-04	0.0014	121.6632	0.001408139
L3	P06	6	Night	5.89E-07	1.974488018	38400	278	0.769927237	L3_P06_6	2.18	2.18E-06	3.50E-05	1.53E-11	F	0.168215138	0.12939626	7.373992773	4.34E-12	6.95E-05	0.0005	46.3738	0.000536734
L2	P06	6	Day	-1.84E-06	1.990145676	38402	310	0.764851086	L2_P06_6	1.96	1.96E-06	3.14E-05	1.37E-11	F	0.168215138	0.12939626	6.612806422	-1.22E-11	-1.95E-04	-0.0015	-129.9141	-0.001503636
L4	P06	2	Day	1.86E-06	1.901786894	31497	299	0.759163295	L4_P06_2	5.28	5.28E-06	8.47E-05	4.51E-11	F	0.12939626	0.12939626	5.27391302	9.80E-12	1.57E-04	0.0012	104.6902	0.001211692
L3	P06	2	Night	-1.16E-06	1.987153867	38400	284	0.752409229	L3_P06_2	2.13	2.13E-06	3.42E-05	1.49E-11	F	0.168215138	0.12939626	7.218204193	-8.38E-12	-1.34E-04	-0.0010	-89.4795	-0.001035643
L3	P06	24	Night	1.47E-06	1.970601244	33594	278	0.73723211	L3_P06_24	2.18	2.18E-06	3.50E-05	1.74E-11	F	0.168215138	0.12939626	7.373992773	1.09E-11	1.74E-04	0.0013	115.9747	0.0013423
L3	P06	18	Night	1.42E-06	1.957507711	33600	280	0.736499675	L3_P06_18	2.16	2.16E-06	3.46E-05	1.73E-11	F	0.168215138	0.12939626	7.321321396	1.04E-11	1.66E-04	0.0013	110.9886	0.00128459
L2	P06	8	Day	-1.90E-06	2.003134604	33605	305	0.704701536	L2_P06_8	1.99	1.99E-06	3.19E-05	1.59E-11	F	0.168215138	0.12939626	6.721213085	-1.28E-11	-2.04E-04	-0.0016	-136.2866	-0.001577392
L3	P06	10	Night	7.33E-07	1.967869571	38405	274	0.70317077	L3_P06_10	2.21	2.21E-06	3.54E-05	1.55E-11	F	0.168215138	0.12939626	7.481642303	5.48E-12	8.77E-05	0.0007	58.5882	0.000678104
L3	P06	13	Day	1.41E-06	1.990427372	23994	285	0.699984676	L3_P06_13	2.13	2.13E-06	3.42E-05	2.39E-11	F	0.168215138	0.12939626	7.192877161	1.01E-11	1.62E-04	0.0013	108.1392	0.001251611
L3	P06	3	Day	1.17E-06	1.954267486	28801	290	0.658636982	L3_P06_3	2.09	2.09E-06	3.35E-05	1.95E-11	F	0.168215138	0.12939626	7.068862038	8.29E-12	1.33E-04	0.0010	88.6010	0.001025475
L1	P06	9	Night	8.98E-07	1.933512302	28796	271	0.636227081	L1_P06_9	2.24	2.24E-06	3.59E-05	2.09E-11	F	0.168215138	0.12939626	7.564464911	6.79E-12	1.09E-04	0.0008	72.5913	0.000840177
L4	P06	12	Day	3.67E-06	1.808248701	31500	302	0.60594087	L4_P06_12	5.22	5.22E-06	8.37E-05	4.46E-11	F	0.12939626	0.12939626	5.221523156	1.92E-11	3.07E-04	0.0024	204.7422	0.002369701
L2	P06	2	Day	-6.82E-07	1.965574	38397	307	0.601653481	L2_P06_2	1.97	1.97E-06	3.16E-05	1.38E-11	F	0.168215138	0.12939626	6.677426681	-4.55E-12	-7.29E-05	-0.0006	-48.6575	-0.000563165
L2	P06	0	Day	-9.53E-07	1.977106927	38406	302	0.574299813	L2_P06_0	2.01	2.01E-06	3.22E-05	1.41E-11	F	0.168215138	0.12939626	6.787980102	-6.47E-12	-1.03E-04	-0.0008	-69.0841	-0.000799585
L3	P06	4	Night	7.05E-07	1.972224086	38404	278	0.569901835	L3_P06_4	2.18	2.18E-06	3.50E-05	1.53E-11	F	0.168215138	0.12939626	7.373992773	5.20E-12	8.32E-05	0.0006	55.5437	0.000642866
L4	P06	4	Day	1.42E-06	1.85515787	22494	289	0.559193909	L4_P06_4	5.46	5.46E-06	8.76E-05	6.53E-11	F	0.12939626	0.12939626	5.45640136	7.75E-12	1.24E-04	0.0010	82.7608	0.000957879
L3	P06	19	Day	-8.26E-07	1.977931288	33593	293	0.545038396	L3_P06_19	2.07	2.07E-06	3.32E-05	1.66E-11	F	0.168215138	0.12939626	6.996484611	-5.78E-12	-9.25E-05	-0.0007	-61.7322	-0.000714493
L3	P06	20	Night	7.16E-07	1.961463044	33606	279	0.539726464	L3_P06_20	2.17	2.17E-06	3.48E-05	1.74E-11	F	0.168215138	0.12939626	7.347562691	5.26E-12	8.42E-05	0.0007	56.1921	0.000650371
L2	P06	3	Night	6.82E-07	1.953446565	28799	279	0.518811386	L2_P06_3	2.17	2.17E-06	3.48E-05	2.03E-11	F	0.168215138	0.12939626	7.347562691	5.01E-12	8.02E-05	0.0006	53.5451	0.000619734
L1	P06	4	Day	-2.78E-06	1.98847938	23998	300	0.429198438	L1_P06_4	2.02	2.02E-06	3.24E-05	2.26E-11	F	0.168215138	0.12939626	6.833233303	-1.90E-11	-3.04E-04	-0.0024	-203.1315	-0.00235106
L3	P06	12	Night	7.88E-07	1.98917523	38401	283	0.428828107	L3_P06_12	2.14	2.14E-06	3.43E-05	1.50E-11	F	0.168215138	0.12939626	7.243710215	5.71E-12	9.14E-05	0.0007	61.0174	0.00070622
L4	P06	7	Night	-2.67E-06	1.950802466	32401	275	0.420170234	L4_P06_7	5.74	5.74E-06	9.21E-05	4.76E-11	F	0.12939626	0.12939626	5.734181793	-1.53E-11	-2.45E-04	-0.0019	-163.4230	-0.00189147
L3	P06	17	Day	1.21E-06	1.944259554	28801	292	0.409993885	L3_P06_17	2.08	2.08E-06	3.34E-05	1.94E-11	F	0.168215138	0.12939626	7.020445174	8.53E-12	1.36E-04	0.0011	91.1014	0.001054415
L4	P06	1	Night	4.15E-07	1.882125716	40505	278	0.395151049	L4_P06_1	5.68	5.68E-06	9.11E-05	3.77E-11	F	0.12939626	0.12939626	5.672302133	2.35E-12	3.77E-05	0.0003	25.1520	0.000291111
